x,rho,rho_exact
0.26125,0.667357,0.666119
0.26375,0.664044,0.662774
0.26625,0.660745,0.659441
0.26875,0.657459,0.656123
0.27125,0.654187,0.652817
0.27375,0.650929,0.649525
0.27625,0.647684,0.646246
0.27875,0.644452,0.642981
0.28125,0.641234,0.639729
0.28375,0.638028,0.636489
0.28625,0.634835,0.633263
0.28875,0.631654,0.63005
0.29125,0.628486,0.626851
0.29375,0.62533,0.623664
0.29625,0.622185,0.62049
0.29875,0.619053,0.617329
0.30125,0.615931,0.614181
0.30375,0.612821,0.611046
0.30625,0.609721,0.607923
0.30875,0.606632,0.604814
0.31125,0.603553,0.601717
0.31375,0.600483,0.598633
0.31625,0.597423,0.595561
0.31875,0.594374,0.592503
0.32125,0.591335,0.589456
0.32375,0.588311,0.586422
0.32625,0.585309,0.583401
0.32875,0.582343,0.580392
0.33125,0.579439,0.577396
0.33375,0.576642,0.575062
0.33625,0.574021,0.575062
0.33875,0.571673,0.575062
0.34125,0.569718,0.575062
0.34375,0.568278,0.575062
0.34625,0.567426,0.575062
0.34875,0.567175,0.575062
0.35125,0.567073,0.575062
0.35375,0.567097,0.575062
0.35625,0.56752,0.575062
0.35875,0.568286,0.575062
0.36125,0.569096,0.575062
0.36375,0.569875,0.575062
0.36625,0.570633,0.575062
0.36875,0.571347,0.575062
0.37125,0.571956,0.575062
0.37375,0.572407,0.575062
0.37625,0.57271,0.575062
0.37875,0.572926,0.575062
0.38125,0.573115,0.575062
0.38375,0.573301,0.575062
0.38625,0.573482,0.575062
0.38875,0.573657,0.575062
0.39125,0.573832,0.575062
0.39375,0.574006,0.575062
0.39625,0.574162,0.575062
0.39875,0.574284,0.575062
0.40125,0.574369,0.575062
0.40375,0.574432,0.575062
0.40625,0.57449,0.575062
0.40875,0.574549,0.575062
0.41125,0.574609,0.575062
0.41375,0.574667,0.575062
0.41625,0.574728,0.575062
0.41875,0.574794,0.575062
0.42125,0.574857,0.575062
0.42375,0.57491,0.575062
0.42625,0.574945,0.575062
0.42875,0.574966,0.575062
0.43125,0.574978,0.575062
0.43375,0.574985,0.575062
0.43625,0.574988,0.575062
0.43875,0.574988,0.575062
0.44125,0.574993,0.575062
0.44375,0.575006,0.575062
0.44625,0.575031,0.575062
0.44875,0.575059,0.575062
0.45125,0.575085,0.575062
0.45375,0.575105,0.575062
0.45625,0.575119,0.575062
0.45875,0.57513,0.575062
0.46125,0.575139,0.575062
0.46375,0.575147,0.575062
0.46625,0.575156,0.575062
0.46875,0.575166,0.575062
0.47125,0.575175,0.575062
0.47375,0.575184,0.575062
0.47625,0.575189,0.575062
0.47875,0.575191,0.575062
0.48125,0.57519,0.575062
0.48375,0.575183,0.575062
0.48625,0.575171,0.575062
0.48875,0.575159,0.575062
0.49125,0.575152,0.575062
0.49375,0.57515,0.575062
0.49625,0.575156,0.575062
0.49875,0.575171,0.575062
0.50125,0.57519,0.575062
0.50375,0.575205,0.575062
0.50625,0.575214,0.575062
0.50875,0.575218,0.575062
0.51125,0.575219,0.575062
0.51375,0.57522,0.575062
0.51625,0.575221,0.575062
0.51875,0.575223,0.575062
0.52125,0.575226,0.575062
0.52375,0.575226,0.575062
0.52625,0.575225,0.575062
0.52875,0.575218,0.575062
0.53125,0.57521,0.575062
0.53375,0.575203,0.575062
0.53625,0.575196,0.575062
0.53875,0.575188,0.575062
0.54125,0.57518,0.575062
0.54375,0.575172,0.575062
0.54625,0.575167,0.575062
0.54875,0.575166,0.575062
0.55125,0.575167,0.575062
0.55375,0.575169,0.575062
0.55625,0.575171,0.575062
0.55875,0.575172,0.575062
0.56125,0.575172,0.575062
0.56375,0.575173,0.575062
0.56625,0.575174,0.575062
0.56875,0.575176,0.575062
0.57125,0.575177,0.575062
0.57375,0.575177,0.575062
0.57625,0.575178,0.575062
0.57875,0.575179,0.575062
0.58125,0.57518,0.575062
0.58375,0.575182,0.575062
0.58625,0.575182,0.575062
0.58875,0.575179,0.575062
0.59125,0.575173,0.575062
0.59375,0.575165,0.575062
0.59625,0.575157,0.575062
0.59875,0.57515,0.575062
0.60125,0.575141,0.575062
0.60375,0.575129,0.575062
0.60625,0.575117,0.575062
0.60875,0.575104,0.575062
0.61125,0.575095,0.575062
0.61375,0.575089,0.575062
0.61625,0.575087,0.575062
0.61875,0.575087,0.575062
0.62125,0.575092,0.575062
0.62375,0.5751,0.575062
0.62625,0.575107,0.575062
0.62875,0.575111,0.575062
0.63125,0.575111,0.575062
0.63375,0.575106,0.575062
0.63625,0.5751,0.575062
0.63875,0.575094,0.575062
0.64125,0.57509,0.575062
0.64375,0.575087,0.575062
0.64625,0.575085,0.575062
0.64875,0.575085,0.575062
0.65125,0.575086,0.575062
0.65375,0.575085,0.575062
0.65625,0.575084,0.575062
0.65875,0.575081,0.575062
0.66125,0.575078,0.575062
0.66375,0.575076,0.575062
0.66625,0.575078,0.575062
0.66875,0.575079,0.575062
0.67125,0.575076,0.575062
0.67375,0.575073,0.575062
0.67625,0.575069,0.575062
0.67875,0.575054,0.575062
0.68125,0.575032,0.575062
0.68375,0.575018,0.575062
0.68625,0.574996,0.575062
0.68875,0.574963,0.575062
0.69125,0.574946,0.575062
0.69375,0.574959,0.575062
0.69625,0.574939,0.575062
0.69875,0.574893,0.575062
0.70125,0.574944,0.575062
0.70375,0.575048,0.575062
0.70625,0.574984,0.575062
0.70875,0.575005,0.575062
0.71125,0.575426,0.575062
0.71375,0.575708,0.575062
0.71625,0.576167,0.575062
0.71875,0.580669,0.575062
0.72125,0.594939,0.575062
0.72375,0.653117,0.575062
0.72625,0.811151,0.575062
0.72875,1.11097,0.575062
0.73125,1.58182,0.575062
0.73375,2.22922,0.575062
0.73625,3.027,5.99924
0.73875,3.91495,5.99924
0.74125,4.79889,5.99924
0.74375,5.54627,5.99924
0.74625,5.9784,5.99924
0.74875,6.04525,5.99924
0.75125,6.04861,5.99924
0.75375,6.04893,5.99924
0.75625,6.04905,5.99924
0.75875,6.04913,5.99924
0.76125,6.04907,5.99924
0.76375,6.04772,5.99924
0.76625,6.04321,5.99924
0.76875,6.03675,5.99924
0.77125,6.02951,5.99924
0.77375,6.02131,5.99924
0.77625,6.00426,5.99924
0.77875,5.94301,5.99924
0.78125,5.52293,5.99924
0.78375,3.26561,1
0.78625,1.1287,1
0.78875,1.0001,1
0.79125,1,1
0.79375,1,1
0.79625,1,1
0.79875,1,1
0.80125,1,1
0.80375,1,1
0.80625,1,1
0.80875,1,1
0.81125,1,1
0.81375,1,1
0.81625,1,1
0.81875,1,1
0.82125,1,1
0.82375,1,1
0.82625,1,1
0.82875,1,1
0.83125,1,1
0.83375,1,1
0.83625,1,1
0.83875,1,1
0.84125,1,1
0.84375,1,1
0.84625,1,1
0.84875,1,1
0.85125,1,1
0.85375,1,1
0.85625,1,1
0.85875,1,1
0.86125,1,1
0.86375,1,1
0.86625,1,1
0.86875,1,1
0.87125,1,1
0.87375,1,1
0.87625,1,1
0.87875,1,1
0.88125,1,1
0.88375,1,1
0.88625,1,1
0.88875,1,1
0.89125,1,1
0.89375,1,1
0.89625,1,1
0.89875,1,1
0.90125,1,1
0.90375,1,1
0.90625,1,1
0.90875,1,1
0.91125,1,1
0.91375,1,1
0.91625,1,1
0.91875,1,1
0.92125,1,1
0.92375,1,1
0.92625,1,1
0.92875,1,1
0.93125,1,1
0.93375,1,1
0.93625,1,1
0.93875,1,1
0.94125,1,1
0.94375,1,1
0.94625,1,1
0.94875,1,1
0.95125,1,1
0.95375,1,1
0.95625,1,1
0.95875,1,1
0.96125,1,1
0.96375,1,1
0.96625,1,1
0.96875,1,1
0.97125,1,1
0.97375,1,1
0.97625,1,1
0.97875,1,1
0.98125,1,1
0.98375,1,1
0.98625,1,1
0.98875,1,1
0.99125,1,1
0.99375,1,1
0.99625,1,1
0.99875,1,1
