t,x
0.343455,1.95
0.34372,1.954
0.343984,1.954
0.344248,1.954
0.344513,1.958
0.344777,1.958
0.345041,1.958
0.345306,1.962
0.34557,1.962
0.345834,1.962
0.3461,1.966
0.346364,1.966
0.346628,1.966
0.346893,1.97
0.347157,1.97
0.347422,1.97
0.347687,1.974
0.347951,1.974
0.348216,1.974
0.348482,1.978
0.348746,1.978
0.34901,1.978
0.349276,1.982
0.34954,1.982
0.349805,1.982
0.350071,1.986
0.350335,1.986
0.3506,1.986
0.350865,1.99
0.35113,1.99
0.351395,1.99
0.351661,1.994
0.351925,1.994
0.35219,1.994
0.352456,1.998
0.35272,1.998
0.352985,1.998
0.353251,2.002
0.353516,2.002
0.353781,2.002
0.354047,2.006
0.354312,2.006
0.354577,2.006
0.354843,2.01
0.355108,2.01
0.355373,2.01
0.355639,2.014
0.355904,2.014
0.356169,2.014
0.356435,2.018
0.3567,2.018
0.356965,2.018
0.357232,2.022
0.357497,2.022
0.357762,2.022
0.358028,2.026
0.358293,2.026
0.358558,2.026
0.358825,2.03
0.35909,2.03
0.359355,2.03
0.359622,2.034
0.359887,2.034
0.360153,2.034
0.360419,2.038
0.360684,2.038
0.36095,2.038
0.361217,2.042
0.361482,2.042
0.361747,2.042
0.362014,2.046
0.362279,2.046
0.362545,2.046
0.362812,2.05
0.363077,2.05
0.363343,2.05
0.363609,2.054
0.363875,2.054
0.36414,2.054
0.364407,2.058
0.364673,2.058
0.364939,2.058
0.365206,2.062
0.365471,2.062
0.365737,2.062
0.366004,2.066
0.366269,2.066
0.366535,2.066
0.366802,2.07
0.367068,2.07
0.367334,2.07
0.367601,2.074
0.367867,2.074
0.368132,2.074
0.3684,2.078
0.368665,2.078
0.368931,2.078
0.369199,2.082
0.369464,2.082
0.36973,2.082
0.369998,2.086
0.370264,2.086
0.37053,2.086
0.370797,2.09
0.371063,2.09
0.371329,2.09
0.371596,2.094
0.371862,2.094
0.372128,2.094
0.372396,2.098
0.372662,2.098
0.372928,2.098
0.373195,2.102
0.373462,2.102
0.373728,2.102
0.373995,2.106
0.374262,2.106
0.374528,2.106
0.374795,2.11
0.375061,2.11
0.375327,2.11
0.375594,2.114
0.37586,2.114
0.376127,2.114
0.376394,2.118
0.376661,2.118
0.376927,2.118
0.377195,2.122
0.377462,2.122
0.377728,2.122
0.377996,2.126
0.378263,2.126
0.378529,2.126
0.378797,2.13
0.379064,2.13
0.37933,2.13
0.379598,2.134
0.379864,2.134
0.380131,2.134
0.380398,2.138
0.380665,2.138
0.380931,2.138
0.381199,2.142
0.381465,2.142
0.381731,2.142
0.381999,2.146
0.382265,2.146
0.382531,2.146
0.382799,2.15
0.383065,2.15
0.383332,2.15
0.383599,2.154
0.383865,2.154
0.384132,2.154
0.384399,2.158
0.384665,2.158
0.384931,2.158
0.385199,2.162
0.385465,2.162
0.385731,2.162
0.385999,2.166
0.386265,2.166
0.386531,2.166
0.386799,2.17
0.387065,2.17
0.387331,2.17
0.387599,2.174
0.387865,2.174
0.388131,2.174
0.388399,2.178
0.388665,2.178
0.388932,2.178
0.389199,2.182
0.389466,2.182
0.389732,2.182
0.389999,2.186
0.390266,2.186
0.390532,2.186
0.3908,2.19
0.391066,2.19
0.391332,2.19
0.3916,2.194
0.391867,2.194
0.392133,2.194
0.392401,2.198
0.392667,2.198
0.392934,2.198
0.393201,2.202
0.393468,2.202
0.393734,2.202
0.394002,2.206
0.394269,2.206
0.394535,2.206
0.394803,2.21
0.39507,2.21
0.395336,2.21
0.395604,2.214
0.395871,2.214
0.396137,2.214
0.396405,2.218
0.396672,2.218
0.396939,2.218
0.397206,2.222
0.397473,2.222
0.39774,2.222
0.398008,2.226
0.398275,2.226
0.398541,2.226
0.398809,2.23
0.399077,2.23
0.399343,2.23
0.399611,2.234
0.399878,2.234
0.400145,2.234
0.400413,2.238
0.40068,2.238
0.400947,2.238
0.401215,2.242
0.401482,2.242
0.401749,2.242
0.402017,2.242
0.402285,2.246
0.402551,2.246
0.402819,2.246
0.403087,2.25
0.403354,2.25
0.403622,2.25
0.403889,2.254
0.404156,2.254
0.404424,2.254
0.404692,2.258
0.404959,2.258
0.405227,2.258
0.405495,2.262
0.405762,2.262
0.40603,2.262
0.406298,2.266
0.406565,2.266
0.406833,2.266
0.407101,2.27
0.407368,2.27
0.407636,2.27
0.407904,2.274
0.408172,2.274
0.40844,2.274
0.408708,2.278
0.408975,2.278
0.409243,2.278
0.409512,2.282
0.409779,2.282
0.410047,2.282
0.410316,2.286
0.410583,2.286
0.410852,2.286
0.41112,2.29
0.411387,2.29
0.411656,2.29
0.411924,2.294
0.412192,2.294
0.41246,2.294
0.412729,2.298
0.412997,2.298
0.413265,2.298
0.413534,2.302
0.413801,2.302
0.41407,2.302
0.414339,2.306
0.414607,2.306
0.414875,2.306
0.415144,2.31
0.415412,2.31
0.41568,2.31
0.415949,2.314
0.416217,2.314
0.416486,2.314
0.416755,2.318
0.417023,2.318
0.417292,2.318
0.417561,2.322
0.417829,2.322
0.418097,2.322
0.418367,2.326
0.418635,2.326
0.418903,2.326
0.419173,2.33
0.419441,2.33
0.41971,2.33
0.419979,2.334
0.420247,2.334
0.420516,2.334
0.420786,2.338
0.421054,2.338
0.421323,2.338
0.421592,2.342
0.42186,2.342
0.422129,2.342
0.422399,2.346
0.422667,2.346
0.422936,2.346
0.423206,2.35
0.423475,2.35
0.423744,2.35
0.424013,2.354
0.424282,2.354
0.424551,2.354
0.424821,2.358
0.42509,2.358
0.425359,2.358
0.425629,2.362
0.425897,2.362
0.426167,2.362
0.426437,2.366
0.426705,2.366
0.426975,2.366
0.427245,2.37
0.427514,2.37
0.427783,2.37
0.428053,2.374
0.428322,2.374
0.428591,2.374
0.428862,2.378
0.429131,2.378
0.4294,2.378
0.42967,2.382
0.429939,2.382
0.430209,2.382
0.430479,2.386
0.430748,2.386
0.431018,2.386
0.431288,2.39
0.431557,2.39
0.431827,2.39
0.432097,2.394
0.432366,2.394
0.432636,2.394
0.432907,2.398
0.433176,2.398
0.433445,2.398
0.433716,2.402
0.433985,2.402
0.434255,2.402
0.434526,2.406
0.434795,2.406
0.435065,2.406
0.435336,2.41
0.435605,2.41
0.435874,2.41
0.436145,2.414
0.436415,2.414
0.436684,2.414
0.436955,2.418
0.437225,2.418
0.437495,2.418
0.437766,2.422
0.438035,2.422
0.438305,2.422
0.438576,2.426
0.438845,2.426
0.439115,2.426
0.439386,2.43
0.439656,2.43
0.439925,2.43
0.440197,2.434
0.440466,2.434
0.440736,2.434
0.441007,2.438
0.441277,2.438
0.441547,2.438
0.441818,2.442
0.442088,2.442
0.442358,2.442
0.442629,2.446
0.442899,2.446
0.443169,2.446
0.44344,2.45
0.44371,2.45
0.44398,2.45
0.444251,2.454
0.444521,2.454
0.444791,2.454
0.445062,2.458
0.445332,2.458
0.445602,2.458
0.445874,2.462
0.446143,2.462
0.446414,2.462
0.446685,2.466
0.446955,2.466
0.447225,2.466
0.447497,2.47
0.447767,2.47
0.448037,2.47
0.448308,2.474
0.448578,2.474
0.448849,2.474
0.44912,2.478
0.44939,2.478
0.449661,2.478
0.449932,2.482
0.450202,2.482
0.450473,2.482
0.450744,2.486
0.451014,2.486
0.451285,2.486
0.451557,2.49
0.451827,2.49
0.452097,2.49
0.452369,2.494
0.452639,2.494
0.452909,2.494
0.453181,2.498
0.453451,2.498
0.453722,2.498
0.453994,2.502
0.454264,2.502
0.454535,2.502
0.454807,2.506
0.455077,2.506
0.455347,2.506
0.455619,2.51
0.45589,2.51
0.45616,2.51
0.456432,2.514
0.456702,2.514
0.456973,2.514
0.457245,2.518
0.457516,2.518
0.457786,2.518
0.458058,2.522
0.458329,2.522
0.458599,2.522
0.458872,2.526
0.459142,2.526
0.459413,2.526
0.459685,2.53
0.459955,2.53
0.460226,2.53
0.460498,2.534
0.460769,2.534
0.46104,2.534
0.461312,2.538
0.461582,2.538
0.461853,2.538
0.462126,2.542
0.462396,2.542
0.462667,2.542
0.462939,2.546
0.46321,2.546
0.463481,2.546
0.463753,2.55
0.464024,2.55
0.464295,2.55
0.464567,2.554
0.464838,2.554
0.465109,2.554
0.465381,2.558
0.465652,2.558
0.465923,2.558
0.466195,2.562
0.466466,2.562
0.466737,2.562
0.46701,2.566
0.46728,2.566
0.467552,2.566
0.467824,2.57
0.468095,2.57
0.468366,2.57
0.468639,2.574
0.468909,2.574
0.469181,2.574
0.469453,2.578
0.469724,2.578
0.469995,2.578
0.470268,2.582
0.470539,2.582
0.47081,2.582
0.471083,2.586
0.471354,2.586
0.471625,2.586
0.471898,2.59
0.472169,2.59
0.47244,2.59
0.472713,2.594
0.472984,2.594
0.473255,2.594
0.473528,2.598
0.473799,2.598
0.47407,2.598
0.474343,2.602
0.474614,2.602
0.474885,2.602
0.475158,2.606
0.475429,2.606
0.475701,2.606
0.475974,2.61
0.476245,2.61
0.476516,2.61
0.476789,2.614
0.47706,2.614
0.477332,2.614
0.477605,2.618
0.477876,2.618
0.478147,2.618
0.47842,2.622
0.478692,2.622
0.478963,2.622
0.479236,2.626
0.479507,2.626
0.479779,2.626
0.480052,2.63
0.480323,2.63
0.480595,2.63
0.480868,2.634
0.481139,2.634
0.481411,2.634
0.481684,2.638
0.481955,2.638
0.482227,2.638
0.4825,2.642
0.482772,2.642
0.483043,2.642
0.483316,2.646
0.483588,2.646
0.48386,2.646
0.484133,2.65
0.484404,2.65
0.484676,2.65
0.484949,2.654
0.485221,2.654
0.485493,2.654
0.485766,2.658
0.486037,2.658
0.486309,2.658
0.486582,2.662
0.486854,2.662
0.487126,2.662
0.487399,2.666
0.487671,2.666
0.487943,2.666
0.488216,2.67
0.488487,2.67
0.488759,2.67
0.489033,2.674
0.489304,2.674
0.489576,2.674
0.48985,2.678
0.490121,2.678
0.490393,2.678
0.490667,2.682
0.490938,2.682
0.49121,2.682
0.491484,2.686
0.491755,2.686
0.492028,2.686
0.492301,2.69
0.492573,2.69
0.492845,2.69
0.493118,2.694
0.49339,2.694
0.493662,2.694
0.493936,2.698
0.494207,2.698
0.49448,2.698
0.494753,2.702
0.495025,2.702
0.495297,2.702
0.495571,2.706
0.495842,2.706
0.496115,2.706
0.496388,2.71
0.49666,2.71
0.496932,2.71
0.497206,2.714
0.497478,2.714
0.49775,2.714
0.498024,2.718
0.498296,2.718
0.498568,2.718
0.498842,2.722
0.499114,2.722
0.499386,2.722
0.49966,2.726
0.499932,2.726
0.500204,2.726
0.500478,2.73
0.50075,2.73
0.501022,2.73
0.501296,2.734
0.501568,2.734
0.50184,2.734
0.502114,2.738
0.502386,2.738
0.502659,2.738
0.502932,2.742
0.503204,2.742
0.503477,2.742
0.503751,2.746
0.504023,2.746
0.504295,2.746
0.504569,2.75
0.504841,2.75
0.505114,2.75
0.505388,2.754
0.50566,2.754
0.505932,2.754
0.506206,2.758
0.506478,2.758
0.506751,2.758
0.507025,2.762
0.507297,2.762
0.50757,2.762
0.507844,2.766
0.508116,2.766
0.508389,2.766
0.508662,2.77
0.508935,2.77
0.509207,2.77
0.509481,2.774
0.509754,2.774
0.510026,2.774
0.5103,2.778
0.510572,2.778
0.510845,2.778
0.511119,2.782
0.511392,2.782
0.511664,2.782
0.511938,2.786
0.512211,2.786
0.512483,2.786
0.512757,2.79
0.51303,2.79
0.513303,2.79
0.513577,2.794
0.513849,2.794
0.514122,2.794
0.514396,2.798
0.514668,2.798
0.514941,2.798
0.515215,2.802
0.515488,2.802
0.515761,2.802
0.516035,2.806
0.516307,2.806
0.51658,2.806
0.516854,2.81
0.517127,2.81
0.5174,2.81
0.517674,2.814
0.517946,2.814
0.518219,2.814
0.518493,2.818
0.518766,2.818
0.519039,2.818
0.519313,2.822
0.519586,2.822
0.519859,2.822
0.520133,2.826
0.520405,2.826
0.520679,2.826
0.520953,2.83
0.521225,2.83
0.521498,2.83
0.521773,2.834
0.522045,2.834
0.522318,2.834
0.522593,2.838
0.522865,2.838
0.523138,2.838
0.523413,2.842
0.523685,2.842
0.523958,2.842
0.524233,2.846
0.524505,2.846
0.524779,2.846
0.525053,2.85
0.525326,2.85
0.525599,2.85
0.525873,2.854
0.526146,2.854
0.526419,2.854
0.526694,2.858
0.526966,2.858
0.52724,2.858
0.527514,2.862
0.527787,2.862
0.52806,2.862
0.528334,2.866
0.528607,2.866
0.52888,2.866
0.529155,2.87
0.529428,2.87
0.529701,2.87
0.529976,2.874
0.530248,2.874
0.530522,2.874
0.530796,2.878
0.531069,2.878
0.531342,2.878
0.531617,2.882
0.53189,2.882
0.532163,2.882
0.532438,2.886
0.532711,2.886
0.532984,2.886
0.533259,2.89
0.533531,2.89
0.533805,2.89
0.534079,2.894
0.534352,2.894
0.534626,2.894
0.534901,2.898
0.535173,2.898
0.535447,2.898
0.535722,2.902
0.535994,2.902
0.536268,2.902
0.536543,2.906
0.536816,2.906
0.537089,2.906
0.537364,2.91
0.537637,2.91
0.537911,2.91
0.538185,2.914
0.538458,2.914
0.538732,2.914
0.539007,2.918
0.53928,2.918
0.539553,2.918
0.539828,2.922
0.540101,2.922
0.540375,2.922
0.540649,2.926
0.540922,2.926
0.541196,2.926
0.541471,2.93
0.541744,2.93
0.542018,2.93
0.542293,2.934
0.542566,2.934
0.542839,2.934
0.543114,2.938
0.543387,2.938
0.543661,2.938
0.543936,2.942
0.544209,2.942
0.544483,2.942
0.544758,2.946
0.545031,2.946
0.545305,2.946
0.54558,2.95
0.545853,2.95
0.546127,2.95
0.546402,2.954
0.546675,2.954
0.546949,2.954
0.547224,2.958
0.547497,2.958
0.547771,2.958
0.548046,2.962
0.548319,2.962
0.548593,2.962
0.548868,2.966
0.549141,2.966
0.549415,2.966
0.54969,2.97
0.549963,2.97
0.550237,2.97
0.550512,2.974
0.550786,2.974
0.55106,2.974
0.551335,2.978
0.551608,2.978
0.551882,2.978
0.552157,2.982
0.55243,2.982
0.552704,2.982
0.552979,2.986
0.553253,2.986
0.553527,2.986
0.553802,2.99
0.554075,2.99
0.55435,2.99
0.554625,2.994
0.554898,2.994
0.555172,2.994
0.555447,2.998
0.555721,2.998
0.555995,2.998
0.55627,3.002
0.556543,3.002
0.556818,3.002
0.557093,3.006
0.557366,3.006
0.55764,3.006
0.557916,3.01
0.558189,3.01
0.558463,3.01
0.558738,3.014
0.559012,3.014
0.559286,3.014
0.559561,3.018
0.559835,3.018
0.560109,3.018
0.560384,3.022
0.560658,3.022
0.560932,3.022
0.561208,3.026
0.561481,3.026
0.561756,3.026
0.562031,3.03
0.562304,3.03
0.562579,3.03
0.562854,3.034
0.563128,3.034
0.563402,3.034
0.563677,3.038
0.563951,3.038
0.564225,3.038
0.564501,3.042
0.564774,3.042
0.565049,3.042
0.565324,3.046
0.565598,3.046
0.565872,3.046
0.566147,3.05
0.566421,3.05
0.566696,3.05
0.566971,3.054
0.567245,3.054
0.567519,3.054
0.567795,3.058
0.568068,3.058
0.568343,3.058
0.568618,3.062
0.568892,3.062
0.569167,3.062
0.569442,3.066
0.569716,3.066
0.56999,3.066
0.570266,3.07
0.570539,3.07
0.570814,3.07
0.571089,3.074
0.571363,3.074
0.571638,3.074
0.571913,3.078
0.572187,3.078
0.572462,3.078
0.572737,3.082
0.573011,3.082
0.573286,3.082
0.573561,3.086
0.573835,3.086
0.57411,3.086
0.574385,3.09
0.574659,3.09
0.574934,3.09
0.57521,3.094
0.575483,3.094
0.575758,3.094
0.576034,3.098
0.576308,3.098
0.576582,3.098
0.576858,3.102
0.577132,3.102
0.577407,3.102
0.577682,3.106
0.577956,3.106
0.578231,3.106
0.578507,3.11
0.578781,3.11
0.579055,3.11
0.579331,3.114
0.579605,3.114
0.57988,3.114
0.580156,3.118
0.58043,3.118
0.580704,3.118
0.58098,3.122
0.581254,3.122
0.581529,3.122
0.581805,3.126
0.582079,3.126
0.582354,3.126
0.582629,3.13
0.582903,3.13
0.583178,3.13
0.583454,3.134
0.583728,3.134
0.584003,3.134
0.584279,3.138
0.584553,3.138
0.584828,3.138
0.585104,3.142
0.585378,3.142
0.585653,3.142
0.585929,3.146
0.586203,3.146
0.586478,3.146
0.586754,3.15
0.587028,3.15
0.587303,3.15
0.587579,3.154
0.587853,3.154
0.588128,3.154
0.588404,3.158
0.588678,3.158
0.588953,3.158
0.589229,3.162
0.589503,3.162
0.589778,3.162
0.590054,3.166
0.590328,3.166
0.590603,3.166
0.590879,3.17
0.591153,3.17
0.591429,3.17
0.591704,3.174
0.591979,3.174
0.592254,3.174
0.59253,3.178
0.592804,3.178
0.593079,3.178
0.593355,3.182
0.593629,3.182
0.593905,3.182
0.594181,3.186
0.594455,3.186
0.59473,3.186
0.595006,3.19
0.59528,3.19
0.595556,3.19
0.595832,3.194
0.596106,3.194
0.596381,3.194
0.596657,3.198
0.596932,3.198
0.597207,3.198
0.597483,3.202
0.597757,3.202
0.598033,3.202
0.598309,3.206
0.598583,3.206
0.598859,3.206
0.599135,3.21
0.599409,3.21
0.599684,3.21
0.59996,3.214
0.600235,3.214
0.60051,3.214
0.600786,3.218
0.601061,3.218
0.601336,3.218
0.601612,3.222
0.601887,3.222
0.602162,3.222
0.602438,3.226
0.602713,3.226
0.602988,3.226
0.603264,3.23
0.603539,3.23
0.603814,3.23
0.60409,3.234
0.604365,3.234
0.604641,3.234
0.604917,3.238
0.605191,3.238
0.605467,3.238
0.605743,3.242
0.606017,3.242
0.606293,3.242
0.606569,3.246
0.606844,3.246
0.607119,3.246
0.607395,3.25
0.60767,3.25
0.607946,3.25
0.608222,3.254
0.608496,3.254
0.608772,3.254
0.609048,3.258
0.609323,3.258
0.609599,3.258
0.609875,3.262
0.610149,3.262
0.610425,3.262
0.610701,3.266
0.610976,3.266
0.611252,3.266
0.611528,3.27
0.611803,3.27
0.612078,3.27
0.612355,3.274
0.612629,3.274
0.612905,3.274
0.613181,3.278
0.613456,3.278
0.613732,3.278
0.614008,3.282
0.614283,3.282
0.614559,3.282
0.614835,3.286
0.61511,3.286
0.615385,3.286
0.615662,3.29
0.615936,3.29
0.616212,3.29
0.616489,3.294
0.616763,3.294
0.617039,3.294
0.617316,3.298
0.61759,3.298
0.617866,3.298
0.618143,3.302
0.618417,3.302
0.618693,3.302
0.61897,3.306
0.619244,3.306
0.61952,3.306
0.619797,3.31
0.620072,3.31
0.620348,3.31
0.620624,3.314
0.620899,3.314
0.621175,3.314
0.621451,3.318
0.621726,3.318
0.622002,3.318
0.622278,3.322
0.622553,3.322
0.622829,3.322
0.623106,3.326
0.623381,3.326
0.623657,3.326
0.623933,3.33
0.624208,3.33
0.624484,3.33
0.62476,3.334
0.625035,3.334
0.625311,3.334
0.625588,3.338
0.625863,3.338
0.626139,3.338
0.626415,3.342
0.62669,3.342
0.626967,3.342
0.627243,3.346
0.627518,3.346
0.627794,3.346
0.628071,3.35
0.628346,3.35
0.628622,3.35
0.628898,3.354
0.629173,3.354
0.629449,3.354
0.629726,3.358
0.630001,3.358
0.630277,3.358
0.630554,3.362
0.630829,3.362
0.631105,3.362
0.631382,3.366
0.631657,3.366
0.631933,3.366
0.632209,3.37
0.632485,3.37
0.632761,3.37
0.633037,3.374
0.633312,3.374
0.633589,3.374
0.633865,3.378
0.63414,3.378
0.634417,3.378
0.634693,3.382
0.634968,3.382
0.635245,3.382
0.635521,3.386
0.635797,3.386
0.636073,3.386
0.63635,3.39
0.636625,3.39
0.636901,3.39
0.637178,3.394
0.637453,3.394
0.637729,3.394
0.638006,3.398
0.638281,3.398
0.638557,3.398
0.638834,3.402
0.639109,3.402
0.639386,3.402
0.639662,3.406
0.639938,3.406
0.640214,3.406
0.640491,3.41
0.640766,3.41
0.641042,3.41
0.641319,3.414
0.641594,3.414
0.641871,3.414
0.642148,3.418
0.642423,3.418
0.642699,3.418
0.642976,3.422
0.643251,3.422
0.643528,3.422
0.643805,3.426
0.64408,3.426
0.644356,3.426
0.644633,3.43
0.644908,3.43
0.645185,3.43
0.645462,3.434
0.645737,3.434
0.646014,3.434
0.64629,3.438
0.646566,3.438
0.646842,3.438
0.647119,3.442
0.647395,3.442
0.647671,3.442
0.647948,3.446
0.648223,3.446
0.6485,3.446
0.648777,3.45
0.649052,3.45
0.649329,3.45
0.649606,3.454
0.649881,3.454
0.650158,3.454
0.650435,3.458
0.65071,3.458
0.650987,3.458
0.651264,3.462
0.651539,3.462
0.651816,3.462
0.652093,3.466
0.652368,3.466
0.652645,3.466
0.652922,3.47
0.653197,3.47
0.653474,3.47
0.653751,3.474
0.654026,3.474
0.654303,3.474
0.65458,3.478
0.654855,3.478
0.655132,3.478
0.655409,3.482
0.655684,3.482
0.655961,3.482
0.656238,3.486
0.656514,3.486
0.65679,3.486
0.657067,3.49
0.657343,3.49
0.65762,3.49
0.657897,3.494
0.658172,3.494
0.658449,3.494
0.658726,3.498
0.659002,3.498
0.659279,3.498
0.659556,3.502
0.659831,3.502
0.660108,3.502
0.660385,3.506
0.660661,3.506
0.660937,3.506
0.661215,3.51
0.66149,3.51
0.661767,3.51
0.662044,3.514
0.66232,3.514
0.662597,3.514
0.662874,3.518
0.663149,3.518
0.663426,3.518
0.663703,3.522
0.663979,3.522
0.664256,3.522
0.664533,3.526
0.664809,3.526
0.665086,3.526
0.665363,3.53
0.665638,3.53
0.665915,3.53
0.666192,3.534
0.666468,3.534
0.666745,3.534
0.667022,3.538
0.667298,3.538
0.667575,3.538
0.667852,3.542
0.668128,3.542
0.668405,3.542
0.668682,3.546
0.668958,3.546
0.669235,3.546
0.669512,3.55
0.669788,3.55
0.670065,3.55
0.670342,3.554
0.670618,3.554
0.670895,3.554
0.671172,3.558
0.671448,3.558
0.671725,3.558
0.672002,3.562
0.672278,3.562
0.672555,3.562
0.672832,3.566
0.673108,3.566
0.673385,3.566
0.673662,3.57
0.673938,3.57
0.674215,3.57
0.674492,3.574
0.674768,3.574
0.675045,3.574
0.675323,3.578
0.675598,3.578
0.675876,3.578
0.676153,3.582
0.676429,3.582
0.676706,3.582
0.676983,3.586
0.677259,3.586
0.677536,3.586
0.677814,3.59
0.678089,3.59
0.678367,3.59
0.678644,3.594
0.67892,3.594
0.679197,3.594
0.679474,3.598
0.67975,3.598
0.680028,3.598
0.680305,3.602
0.680581,3.602
0.680858,3.602
0.681136,3.606
0.681411,3.606
0.681689,3.606
0.681966,3.61
0.682242,3.61
0.682519,3.61
0.682797,3.614
0.683073,3.614
0.68335,3.614
0.683627,3.618
0.683903,3.618
0.684181,3.618
0.684458,3.622
0.684734,3.622
0.685011,3.622
0.685289,3.626
0.685565,3.626
0.685842,3.626
0.68612,3.63
0.686396,3.63
0.686673,3.63
0.68695,3.634
0.687226,3.634
0.687504,3.634
0.687781,3.638
0.688057,3.638
0.688335,3.638
0.688612,3.642
0.688888,3.642
0.689166,3.642
0.689443,3.646
0.689719,3.646
0.689997,3.646
0.690274,3.65
0.69055,3.65
0.690828,3.65
0.691105,3.654
0.691381,3.654
0.691659,3.654
0.691936,3.658
0.692212,3.658
0.69249,3.658
0.692767,3.662
0.693043,3.662
0.693321,3.662
0.693598,3.666
0.693875,3.666
0.694152,3.666
0.69443,3.67
0.694706,3.67
0.694983,3.67
0.695261,3.674
0.695537,3.674
0.695815,3.674
0.696092,3.678
0.696368,3.678
0.696646,3.678
0.696923,3.682
0.6972,3.682
0.697477,3.682
0.697755,3.686
0.698031,3.686
0.698309,3.686
0.698586,3.69
0.698862,3.69
0.69914,3.69
0.699418,3.694
0.699694,3.694
0.699971,3.694
0.700249,3.698
0.700525,3.698
0.700803,3.698
0.701081,3.702
0.701357,3.702
0.701634,3.702
0.701912,3.706
0.702188,3.706
0.702466,3.706
0.702744,3.71
0.70302,3.71
0.703298,3.71
0.703575,3.714
0.703852,3.714
0.704129,3.714
0.704407,3.718
0.704683,3.718
0.704961,3.718
0.705239,3.722
0.705515,3.722
0.705793,3.722
0.706071,3.726
0.706347,3.726
0.706625,3.726
0.706902,3.73
0.707179,3.73
0.707456,3.73
0.707734,3.734
0.708011,3.734
0.708288,3.734
0.708566,3.738
0.708842,3.738
0.70912,3.738
0.709398,3.742
0.709674,3.742
0.709952,3.742
0.71023,3.746
0.710506,3.746
0.710784,3.746
0.711062,3.75
0.711338,3.75
0.711616,3.75
0.711894,3.754
0.71217,3.754
0.712448,3.754
0.712726,3.758
0.713003,3.758
0.71328,3.758
0.713558,3.762
0.713835,3.762
0.714113,3.762
0.71439,3.766
0.714667,3.766
0.714945,3.766
0.715223,3.77
0.715499,3.77
0.715777,3.77
0.716055,3.774
0.716331,3.774
0.716609,3.774
0.716887,3.778
0.717164,3.778
0.717442,3.778
0.717719,3.782
0.717996,3.782
0.718274,3.782
0.718552,3.786
0.718828,3.786
0.719106,3.786
0.719384,3.79
0.719661,3.79
0.719939,3.79
0.720217,3.794
0.720493,3.794
0.720771,3.794
0.721049,3.798
0.721326,3.798
0.721604,3.798
0.721882,3.802
0.722158,3.802
0.722436,3.802
0.722714,3.806
0.722991,3.806
0.723269,3.806
0.723547,3.81
0.723824,3.81
0.724102,3.81
0.72438,3.814
0.724656,3.814
0.724934,3.814
0.725212,3.818
0.725489,3.818
0.725767,3.818
0.726045,3.822
0.726322,3.822
0.7266,3.822
0.726878,3.826
0.727154,3.826
0.727433,3.826
0.727711,3.83
0.727987,3.83
0.728265,3.83
0.728543,3.834
0.72882,3.834
0.729098,3.834
0.729376,3.838
0.729653,3.838
0.729931,3.838
0.730209,3.842
0.730486,3.842
0.730764,3.842
0.731042,3.846
0.731319,3.846
0.731597,3.846
0.731875,3.85
0.732152,3.85
0.73243,3.85
0.732708,3.854
0.732985,3.854
0.733263,3.854
0.733541,3.858
0.733818,3.858
0.734096,3.858
0.734375,3.862
0.734651,3.862
0.73493,3.862
0.735208,3.866
0.735485,3.866
0.735763,3.866
0.736041,3.87
0.736318,3.87
0.736596,3.87
0.736874,3.874
0.737151,3.874
0.737429,3.874
0.737708,3.878
0.737984,3.878
0.738263,3.878
0.738541,3.882
0.738818,3.882
0.739096,3.882
0.739374,3.886
0.739651,3.886
0.739929,3.886
0.740208,3.89
0.740484,3.89
0.740763,3.89
0.741041,3.894
0.741318,3.894
0.741596,3.894
0.741875,3.898
0.742151,3.898
0.74243,3.898
0.742708,3.902
0.742985,3.902
0.743263,3.902
0.743542,3.906
0.743819,3.906
0.744097,3.906
0.744375,3.91
0.744652,3.91
0.744931,3.91
0.745209,3.914
0.745486,3.914
0.745764,3.914
0.746043,3.918
0.74632,3.918
0.746598,3.918
0.746876,3.922
0.747153,3.922
0.747432,3.922
0.74771,3.926
0.747987,3.926
0.748266,3.926
0.748544,3.93
0.748821,3.93
0.749099,3.93
0.749378,3.934
0.749655,3.934
0.749933,3.934
0.750212,3.938
0.750489,3.938
0.750767,3.938
0.751046,3.942
0.751323,3.942
0.751601,3.942
0.751879,3.946
0.752157,3.946
0.752435,3.946
0.752713,3.95
0.752991,3.95
0.753269,3.95
0.753548,3.954
0.753825,3.954
0.754103,3.954
0.754382,3.958
0.754659,3.958
0.754937,3.958
0.755216,3.962
0.755493,3.962
0.755771,3.962
0.75605,3.966
0.756327,3.966
0.756606,3.966
0.756884,3.97
0.757161,3.97
0.75744,3.97
0.757718,3.974
0.757995,3.974
0.758274,3.974
0.758553,3.978
0.75883,3.978
0.759108,3.978
0.759387,3.982
0.759664,3.982
0.759943,3.982
0.760221,3.986
0.760498,3.986
0.760777,3.986
0.761056,3.99
0.761333,3.99
0.761611,3.99
0.76189,3.994
0.762167,3.994
0.762446,3.994
0.762724,3.998
0.763002,3.998
0.76328,3.998
0.763559,4.002
0.763836,4.002
0.764115,4.002
0.764393,4.006
0.764671,4.006
0.76495,4.006
0.765228,4.01
0.765505,4.01
0.765784,4.01
0.766063,4.014
0.76634,4.014
0.766619,4.014
0.766897,4.018
0.767175,4.018
0.767454,4.018
0.767732,4.022
0.768009,4.022
