x,y,rho
0.54883,0.13477,1
0.55664,0.13477,1
0.56445,0.13477,1
0.57227,0.13477,1
0.58008,0.13477,1
0.58789,0.13477,0.999999
0.5957,0.13477,0.999951
0.60352,0.13477,0.997158
0.61133,0.13477,0.98447
0.61914,0.13477,0.965482
0.62695,0.13477,0.94393
0.63477,0.13477,0.921559
0.64258,0.13477,0.899049
0.65039,0.13477,0.876674
0.6582,0.13477,0.854555
0.66602,0.13477,0.832758
0.67383,0.13477,0.81132
0.68164,0.13477,0.790259
0.68945,0.13477,0.769588
0.69727,0.13477,0.749314
0.70508,0.13477,0.72944
0.71289,0.13477,0.709967
0.7207,0.13477,0.690893
0.72852,0.13477,0.672216
0.73633,0.13477,0.653933
0.74414,0.13477,0.63604
0.75195,0.13477,0.618533
0.75977,0.13477,0.601408
0.76758,0.13477,0.584658
0.77539,0.13477,0.568279
0.7832,0.13477,0.552265
0.79102,0.13477,0.536609
0.79883,0.13477,0.521307
0.80664,0.13477,0.506353
0.81445,0.13477,0.491746
0.82227,0.13477,0.477491
0.83008,0.13477,0.4636
0.83789,0.13477,0.450139
0.8457,0.13477,0.437486
0.85352,0.13477,0.427184
0.86133,0.13477,0.422933
0.86914,0.13477,0.423821
0.87695,0.13477,0.426233
0.88477,0.13477,0.426602
0.89258,0.13477,0.425853
0.90039,0.13477,0.423976
0.9082,0.13477,0.420959
0.91602,0.13477,0.416791
0.92383,0.13477,0.411713
0.93164,0.13477,0.405719
0.93945,0.13477,0.399625
0.94727,0.13477,0.39508
0.95508,0.13477,0.38966
0.96289,0.13477,0.382321
0.9707,0.13477,0.377379
0.97852,0.13477,0.376176
0.98633,0.13477,0.375568
0.99414,0.13477,0.374556
0.0019531,0.14258,1
0.0097656,0.14258,1
0.017578,0.14258,1
0.025391,0.14258,1
0.033203,0.14258,1
0.041016,0.14258,1
0.048828,0.14258,1
0.056641,0.14258,1
0.064453,0.14258,1
0.072266,0.14258,1
0.080078,0.14258,1
0.087891,0.14258,1
0.095703,0.14258,1
0.10352,0.14258,1
0.11133,0.14258,1
0.11914,0.14258,1
0.12695,0.14258,1
0.13477,0.14258,1
0.14258,0.14258,1
0.15039,0.14258,1
0.1582,0.14258,1
0.16602,0.14258,1
0.17383,0.14258,1
0.18164,0.14258,1
0.18945,0.14258,1
0.19727,0.14258,1
0.20508,0.14258,1
0.21289,0.14258,1
0.2207,0.14258,1
0.22852,0.14258,1
0.23633,0.14258,1
0.24414,0.14258,1
0.25195,0.14258,1
0.25977,0.14258,1
0.26758,0.14258,1
0.27539,0.14258,1
0.2832,0.14258,1
0.29102,0.14258,1
0.29883,0.14258,1
0.30664,0.14258,1
0.31445,0.14258,1
0.32227,0.14258,1
0.33008,0.14258,1
0.33789,0.14258,1
0.3457,0.14258,1
0.35352,0.14258,1
0.36133,0.14258,1
0.36914,0.14258,1
0.37695,0.14258,1
0.38477,0.14258,1
0.39258,0.14258,1
0.40039,0.14258,1
0.4082,0.14258,1
0.41602,0.14258,1
0.42383,0.14258,1
0.43164,0.14258,1
0.43945,0.14258,1
0.44727,0.14258,1
0.45508,0.14258,1
0.46289,0.14258,1
0.4707,0.14258,1
0.47852,0.14258,1
0.48633,0.14258,1
0.49414,0.14258,1
0.50195,0.14258,1
0.50977,0.14258,1
0.51758,0.14258,1
0.52539,0.14258,1
0.5332,0.14258,1
0.54102,0.14258,1
0.54883,0.14258,1
0.55664,0.14258,1
0.56445,0.14258,1
0.57227,0.14258,1
0.58008,0.14258,0.999999
0.58789,0.14258,0.999951
0.5957,0.14258,0.997158
0.60352,0.14258,0.98447
0.61133,0.14258,0.965482
0.61914,0.14258,0.94393
0.62695,0.14258,0.921559
0.63477,0.14258,0.899049
0.64258,0.14258,0.876674
0.65039,0.14258,0.854555
0.6582,0.14258,0.832758
0.66602,0.14258,0.81132
0.67383,0.14258,0.790259
0.68164,0.14258,0.769588
0.68945,0.14258,0.749314
0.69727,0.14258,0.72944
0.70508,0.14258,0.709967
0.71289,0.14258,0.690893
0.7207,0.14258,0.672216
0.72852,0.14258,0.653933
0.73633,0.14258,0.63604
0.74414,0.14258,0.618533
0.75195,0.14258,0.601408
0.75977,0.14258,0.584658
0.76758,0.14258,0.568279
0.77539,0.14258,0.552265
0.7832,0.14258,0.536609
0.79102,0.14258,0.521307
0.79883,0.14258,0.506353
0.80664,0.14258,0.491746
0.81445,0.14258,0.477491
0.82227,0.14258,0.463599
0.83008,0.14258,0.450136
0.83789,0.14258,0.437486
0.8457,0.14258,0.427206
0.85352,0.14258,0.42296
0.86133,0.14258,0.423741
0.86914,0.14258,0.425953
0.87695,0.14258,0.426318
0.88477,0.14258,0.426285
0.89258,0.14258,0.426391
0.90039,0.14258,0.426322
0.9082,0.14258,0.42472
0.91602,0.14258,0.421634
0.92383,0.14258,0.417355
0.93164,0.14258,0.411818
0.93945,0.14258,0.406338
0.94727,0.14258,0.402677
0.95508,0.14258,0.396975
0.96289,0.14258,0.388942
0.9707,0.14258,0.383628
0.97852,0.14258,0.38199
0.98633,0.14258,0.381238
0.99414,0.14258,0.380161
0.0019531,0.15039,1
0.0097656,0.15039,1
0.017578,0.15039,1
0.025391,0.15039,1
0.033203,0.15039,1
0.041016,0.15039,1
0.048828,0.15039,1
0.056641,0.15039,1
0.064453,0.15039,1
0.072266,0.15039,1
0.080078,0.15039,1
0.087891,0.15039,1
0.095703,0.15039,1
0.10352,0.15039,1
0.11133,0.15039,1
0.11914,0.15039,1
0.12695,0.15039,1
0.13477,0.15039,1
0.14258,0.15039,1
0.15039,0.15039,1
0.1582,0.15039,1
0.16602,0.15039,1
0.17383,0.15039,1
0.18164,0.15039,1
0.18945,0.15039,1
0.19727,0.15039,1
0.20508,0.15039,1
0.21289,0.15039,1
0.2207,0.15039,1
0.22852,0.15039,1
0.23633,0.15039,1
0.24414,0.15039,1
0.25195,0.15039,1
0.25977,0.15039,1
0.26758,0.15039,1
0.27539,0.15039,1
0.2832,0.15039,1
0.29102,0.15039,1
0.29883,0.15039,1
0.30664,0.15039,1
0.31445,0.15039,1
0.32227,0.15039,1
0.33008,0.15039,1
0.33789,0.15039,1
0.3457,0.15039,1
0.35352,0.15039,1
0.36133,0.15039,1
0.36914,0.15039,1
0.37695,0.15039,1
0.38477,0.15039,1
0.39258,0.15039,1
0.40039,0.15039,1
0.4082,0.15039,1
0.41602,0.15039,1
0.42383,0.15039,1
0.43164,0.15039,1
0.43945,0.15039,1
0.44727,0.15039,1
0.45508,0.15039,1
0.46289,0.15039,1
0.4707,0.15039,1
0.47852,0.15039,1
0.48633,0.15039,1
0.49414,0.15039,1
0.50195,0.15039,1
0.50977,0.15039,1
0.51758,0.15039,1
0.52539,0.15039,1
0.5332,0.15039,1
0.54102,0.15039,1
0.54883,0.15039,1
0.55664,0.15039,1
0.56445,0.15039,1
0.57227,0.15039,0.999999
0.58008,0.15039,0.999951
0.58789,0.15039,0.997158
0.5957,0.15039,0.98447
0.60352,0.15039,0.965482
0.61133,0.15039,0.94393
0.61914,0.15039,0.921559
0.62695,0.15039,0.899049
0.63477,0.15039,0.876673
0.64258,0.15039,0.854555
0.65039,0.15039,0.832758
0.6582,0.15039,0.81132
0.66602,0.15039,0.790259
0.67383,0.15039,0.769588
0.68164,0.15039,0.749314
0.68945,0.15039,0.72944
0.69727,0.15039,0.709967
0.70508,0.15039,0.690893
0.71289,0.15039,0.672216
0.7207,0.15039,0.653933
0.72852,0.15039,0.63604
0.73633,0.15039,0.618533
0.74414,0.15039,0.601408
0.75195,0.15039,0.584658
0.75977,0.15039,0.568278
0.76758,0.15039,0.552265
0.77539,0.15039,0.536609
0.7832,0.15039,0.521307
0.79102,0.15039,0.506352
0.79883,0.15039,0.491746
0.80664,0.15039,0.477492
0.81445,0.15039,0.463599
0.82227,0.15039,0.450136
0.83008,0.15039,0.437487
0.83789,0.15039,0.427203
0.8457,0.15039,0.422956
0.85352,0.15039,0.423758
0.86133,0.15039,0.425992
0.86914,0.15039,0.426273
0.87695,0.15039,0.426046
0.88477,0.15039,0.42609
0.89258,0.15039,0.426419
0.90039,0.15039,0.42657
0.9082,0.15039,0.426486
0.91602,0.15039,0.42529
0.92383,0.15039,0.422358
0.93164,0.15039,0.417662
0.93945,0.15039,0.413128
0.94727,0.15039,0.410621
0.95508,0.15039,0.404601
0.96289,0.15039,0.395966
0.9707,0.15039,0.390221
0.97852,0.15039,0.387986
0.98633,0.15039,0.387079
0.99414,0.15039,0.385941
0.0019531,0.1582,1
0.0097656,0.1582,1
0.017578,0.1582,1
0.025391,0.1582,1
0.033203,0.1582,1
0.041016,0.1582,1
0.048828,0.1582,1
0.056641,0.1582,1
0.064453,0.1582,1
0.072266,0.1582,1
0.080078,0.1582,1
0.087891,0.1582,1
0.095703,0.1582,1
0.10352,0.1582,1
0.11133,0.1582,1
0.11914,0.1582,1
0.12695,0.1582,1
0.13477,0.1582,1
0.14258,0.1582,1
0.15039,0.1582,1
0.1582,0.1582,1
0.16602,0.1582,1
0.17383,0.1582,1
0.18164,0.1582,1
0.18945,0.1582,1
0.19727,0.1582,1
0.20508,0.1582,1
0.21289,0.1582,1
0.2207,0.1582,1
0.22852,0.1582,1
0.23633,0.1582,1
0.24414,0.1582,1
0.25195,0.1582,1
0.25977,0.1582,1
0.26758,0.1582,1
0.27539,0.1582,1
0.2832,0.1582,1
0.29102,0.1582,1
0.29883,0.1582,1
0.30664,0.1582,1
0.31445,0.1582,1
0.32227,0.1582,1
0.33008,0.1582,1
0.33789,0.1582,1
0.3457,0.1582,1
0.35352,0.1582,1
0.36133,0.1582,1
0.36914,0.1582,1
0.37695,0.1582,1
0.38477,0.1582,1
0.39258,0.1582,1
0.40039,0.1582,1
0.4082,0.1582,1
0.41602,0.1582,1
0.42383,0.1582,1
0.43164,0.1582,1
0.43945,0.1582,1
0.44727,0.1582,1
0.45508,0.1582,1
0.46289,0.1582,1
0.4707,0.1582,1
0.47852,0.1582,1
0.48633,0.1582,1
0.49414,0.1582,1
0.50195,0.1582,1
0.50977,0.1582,1
0.51758,0.1582,1
0.52539,0.1582,1
0.5332,0.1582,1
0.54102,0.1582,1
0.54883,0.1582,1
0.55664,0.1582,1
0.56445,0.1582,0.999999
0.57227,0.1582,0.999951
0.58008,0.1582,0.997158
0.58789,0.1582,0.98447
0.5957,0.1582,0.965482
0.60352,0.1582,0.94393
0.61133,0.1582,0.921559
0.61914,0.1582,0.89905
0.62695,0.1582,0.876674
0.63477,0.1582,0.854555
0.64258,0.1582,0.832759
0.65039,0.1582,0.811319
0.6582,0.1582,0.790259
0.66602,0.1582,0.769588
0.67383,0.1582,0.749313
0.68164,0.1582,0.72944
0.68945,0.1582,0.709967
0.69727,0.1582,0.690893
0.70508,0.1582,0.672216
0.71289,0.1582,0.653933
0.7207,0.1582,0.63604
0.72852,0.1582,0.618533
0.73633,0.1582,0.601408
0.74414,0.1582,0.584658
0.75195,0.1582,0.568279
0.75977,0.1582,0.552265
0.76758,0.1582,0.536609
0.77539,0.1582,0.521307
0.7832,0.1582,0.506353
0.79102,0.1582,0.491746
0.79883,0.1582,0.477492
0.80664,0.1582,0.463599
0.81445,0.1582,0.450136
0.82227,0.1582,0.437486
0.83008,0.1582,0.427203
0.83789,0.1582,0.422956
0.8457,0.1582,0.423757
0.85352,0.1582,0.425989
0.86133,0.1582,0.42628
0.86914,0.1582,0.426072
0.87695,0.1582,0.426078
0.88477,0.1582,0.426223
0.89258,0.1582,0.42626
0.90039,0.1582,0.426392
0.9082,0.1582,0.426579
0.91602,0.1582,0.426645
0.92383,0.1582,0.425841
0.93164,0.1582,0.422733
0.93945,0.1582,0.419532
0.94727,0.1582,0.418642
0.95508,0.1582,0.412615
0.96289,0.1582,0.40342
0.9707,0.1582,0.397104
0.97852,0.1582,0.394232
0.98633,0.1582,0.393019
0.99414,0.1582,0.391754
0.0019531,0.16602,1
0.0097656,0.16602,1
0.017578,0.16602,1
0.025391,0.16602,1
0.033203,0.16602,1
0.041016,0.16602,1
0.048828,0.16602,1
0.056641,0.16602,1
0.064453,0.16602,1
0.072266,0.16602,1
0.080078,0.16602,1
0.087891,0.16602,1
0.095703,0.16602,1
0.10352,0.16602,1
0.11133,0.16602,1
0.11914,0.16602,1
0.12695,0.16602,1
0.13477,0.16602,1
0.14258,0.16602,1
0.15039,0.16602,1
0.1582,0.16602,1
0.16602,0.16602,1
0.17383,0.16602,1
0.18164,0.16602,1
0.18945,0.16602,1
0.19727,0.16602,1
0.20508,0.16602,1
0.21289,0.16602,1
0.2207,0.16602,1
0.22852,0.16602,1
0.23633,0.16602,1
0.24414,0.16602,1
0.25195,0.16602,1
0.25977,0.16602,1
0.26758,0.16602,1
0.27539,0.16602,1
0.2832,0.16602,1
0.29102,0.16602,1
0.29883,0.16602,1
0.30664,0.16602,1
0.31445,0.16602,1
0.32227,0.16602,1
0.33008,0.16602,1
0.33789,0.16602,1
0.3457,0.16602,1
0.35352,0.16602,1
0.36133,0.16602,1
0.36914,0.16602,1
0.37695,0.16602,1
0.38477,0.16602,1
0.39258,0.16602,1
0.40039,0.16602,1
0.4082,0.16602,1
0.41602,0.16602,1
0.42383,0.16602,1
0.43164,0.16602,1
0.43945,0.16602,1
0.44727,0.16602,1
0.45508,0.16602,1
0.46289,0.16602,1
0.4707,0.16602,1
0.47852,0.16602,1
0.48633,0.16602,1
0.49414,0.16602,1
0.50195,0.16602,1
0.50977,0.16602,1
0.51758,0.16602,1
0.52539,0.16602,1
0.5332,0.16602,1
0.54102,0.16602,1
0.54883,0.16602,1
0.55664,0.16602,0.999999
0.56445,0.16602,0.999951
0.57227,0.16602,0.997158
0.58008,0.16602,0.98447
0.58789,0.16602,0.965482
0.5957,0.16602,0.94393
0.60352,0.16602,0.921559
0.61133,0.16602,0.899049
0.61914,0.16602,0.876674
0.62695,0.16602,0.854555
0.63477,0.16602,0.832758
0.64258,0.16602,0.81132
0.65039,0.16602,0.790259
0.6582,0.16602,0.769588
0.66602,0.16602,0.749314
0.67383,0.16602,0.72944
0.68164,0.16602,0.709967
0.68945,0.16602,0.690893
0.69727,0.16602,0.672216
0.70508,0.16602,0.653933
0.71289,0.16602,0.63604
0.7207,0.16602,0.618533
0.72852,0.16602,0.601408
0.73633,0.16602,0.584658
0.74414,0.16602,0.568278
0.75195,0.16602,0.552264
0.75977,0.16602,0.536609
0.76758,0.16602,0.521307
0.77539,0.16602,0.506353
0.7832,0.16602,0.491746
0.79102,0.16602,0.477491
0.79883,0.16602,0.463599
0.80664,0.16602,0.450136
0.81445,0.16602,0.437486
0.82227,0.16602,0.427203
0.83008,0.16602,0.422956
0.83789,0.16602,0.423757
0.8457,0.16602,0.425989
0.85352,0.16602,0.426279
0.86133,0.16602,0.426069
0.86914,0.16602,0.426084
0.87695,0.16602,0.426249
0.88477,0.16602,0.426262
0.89258,0.16602,0.426236
0.90039,0.16602,0.426269
0.9082,0.16602,0.42644
0.91602,0.16602,0.426632
0.92383,0.16602,0.426644
0.93164,0.16602,0.425947
0.93945,0.16602,0.424915
0.94727,0.16602,0.426535
0.95508,0.16602,0.421065
0.96289,0.16602,0.411099
0.9707,0.16602,0.404383
0.97852,0.16602,0.400792
0.98633,0.16602,0.398849
0.99414,0.16602,0.397916
0.0019531,0.17383,1
0.0097656,0.17383,1
0.017578,0.17383,1
0.025391,0.17383,1
0.033203,0.17383,1
0.041016,0.17383,1
0.048828,0.17383,1
0.056641,0.17383,1
0.064453,0.17383,1
0.072266,0.17383,1
0.080078,0.17383,1
0.087891,0.17383,1
0.095703,0.17383,1
0.10352,0.17383,1
0.11133,0.17383,1
0.11914,0.17383,1
0.12695,0.17383,1
0.13477,0.17383,1
0.14258,0.17383,1
0.15039,0.17383,1
0.1582,0.17383,1
0.16602,0.17383,1
0.17383,0.17383,1
0.18164,0.17383,1
0.18945,0.17383,1
0.19727,0.17383,1
0.20508,0.17383,1
0.21289,0.17383,1
0.2207,0.17383,1
0.22852,0.17383,1
0.23633,0.17383,1
0.24414,0.17383,1
0.25195,0.17383,1
0.25977,0.17383,1
0.26758,0.17383,1
0.27539,0.17383,1
0.2832,0.17383,1
0.29102,0.17383,1
0.29883,0.17383,1
0.30664,0.17383,1
0.31445,0.17383,1
0.32227,0.17383,1
0.33008,0.17383,1
0.33789,0.17383,1
0.3457,0.17383,1
0.35352,0.17383,1
0.36133,0.17383,1
0.36914,0.17383,1
0.37695,0.17383,1
0.38477,0.17383,1
0.39258,0.17383,1
0.40039,0.17383,1
0.4082,0.17383,1
0.41602,0.17383,1
0.42383,0.17383,1
0.43164,0.17383,1
0.43945,0.17383,1
0.44727,0.17383,1
0.45508,0.17383,1
0.46289,0.17383,1
0.4707,0.17383,1
0.47852,0.17383,1
0.48633,0.17383,1
0.49414,0.17383,1
0.50195,0.17383,1
0.50977,0.17383,1
0.51758,0.17383,1
0.52539,0.17383,1
0.5332,0.17383,1
0.54102,0.17383,1
0.54883,0.17383,0.999999
0.55664,0.17383,0.999951
0.56445,0.17383,0.997158
0.57227,0.17383,0.98447
0.58008,0.17383,0.965482
0.58789,0.17383,0.94393
0.5957,0.17383,0.921559
0.60352,0.17383,0.899049
0.61133,0.17383,0.876674
0.61914,0.17383,0.854555
0.62695,0.17383,0.832758
0.63477,0.17383,0.811319
0.64258,0.17383,0.790259
0.65039,0.17383,0.769588
0.6582,0.17383,0.749314
0.66602,0.17383,0.72944
0.67383,0.17383,0.709967
0.68164,0.17383,0.690893
0.68945,0.17383,0.672216
0.69727,0.17383,0.653933
0.70508,0.17383,0.63604
0.71289,0.17383,0.618533
0.7207,0.17383,0.601408
0.72852,0.17383,0.584658
0.73633,0.17383,0.568279
0.74414,0.17383,0.552264
0.75195,0.17383,0.536609
0.75977,0.17383,0.521307
0.76758,0.17383,0.506353
0.77539,0.17383,0.491746
0.7832,0.17383,0.477491
0.79102,0.17383,0.463599
0.79883,0.17383,0.450136
0.80664,0.17383,0.437486
0.81445,0.17383,0.427203
0.82227,0.17383,0.422956
0.83008,0.17383,0.423757
0.83789,0.17383,0.425989
0.8457,0.17383,0.426279
0.85352,0.17383,0.426069
0.86133,0.17383,0.426083
0.86914,0.17383,0.426247
0.87695,0.17383,0.426266
0.88477,0.17383,0.426257
0.89258,0.17383,0.426285
0.90039,0.17383,0.426324
0.9082,0.17383,0.426331
0.91602,0.17383,0.426412
0.92383,0.17383,0.426574
0.93164,0.17383,0.426411
0.93945,0.17383,0.427316
0.94727,0.17383,0.432327
0.95508,0.17383,0.429547
0.96289,0.17383,0.41938
0.9707,0.17383,0.411942
0.97852,0.17383,0.407445
0.98633,0.17383,0.405083
0.99414,0.17383,0.404343
0.0019531,0.18164,1
0.0097656,0.18164,1
0.017578,0.18164,1
0.025391,0.18164,1
0.033203,0.18164,1
0.041016,0.18164,1
0.048828,0.18164,1
0.056641,0.18164,1
0.064453,0.18164,1
0.072266,0.18164,1
0.080078,0.18164,1
0.087891,0.18164,1
0.095703,0.18164,1
0.10352,0.18164,1
0.11133,0.18164,1
0.11914,0.18164,1
0.12695,0.18164,1
0.13477,0.18164,1
0.14258,0.18164,1
0.15039,0.18164,1
0.1582,0.18164,1
0.16602,0.18164,1
0.17383,0.18164,1
0.18164,0.18164,1
0.18945,0.18164,1
0.19727,0.18164,1
0.20508,0.18164,1
0.21289,0.18164,1
0.2207,0.18164,1
0.22852,0.18164,1
0.23633,0.18164,1
0.24414,0.18164,1
0.25195,0.18164,1
0.25977,0.18164,1
0.26758,0.18164,1
0.27539,0.18164,1
0.2832,0.18164,1
0.29102,0.18164,1
0.29883,0.18164,1
0.30664,0.18164,1
0.31445,0.18164,1
0.32227,0.18164,1
0.33008,0.18164,1
0.33789,0.18164,1
0.3457,0.18164,1
0.35352,0.18164,1
0.36133,0.18164,1
0.36914,0.18164,1
0.37695,0.18164,1
0.38477,0.18164,1
0.39258,0.18164,1
0.40039,0.18164,1
0.4082,0.18164,1
0.41602,0.18164,1
0.42383,0.18164,1
0.43164,0.18164,1
0.43945,0.18164,1
0.44727,0.18164,1
0.45508,0.18164,1
0.46289,0.18164,1
0.4707,0.18164,1
0.47852,0.18164,1
0.48633,0.18164,1
0.49414,0.18164,1
0.50195,0.18164,1
0.50977,0.18164,1
0.51758,0.18164,1
0.52539,0.18164,1
0.5332,0.18164,1
0.54102,0.18164,0.999999
0.54883,0.18164,0.999951
0.55664,0.18164,0.997158
0.56445,0.18164,0.98447
0.57227,0.18164,0.965482
0.58008,0.18164,0.94393
0.58789,0.18164,0.921559
0.5957,0.18164,0.899049
0.60352,0.18164,0.876674
0.61133,0.18164,0.854555
0.61914,0.18164,0.832758
0.62695,0.18164,0.81132
0.63477,0.18164,0.790259
0.64258,0.18164,0.769588
0.65039,0.18164,0.749314
0.6582,0.18164,0.72944
0.66602,0.18164,0.709967
0.67383,0.18164,0.690893
0.68164,0.18164,0.672216
0.68945,0.18164,0.653933
0.69727,0.18164,0.63604
0.70508,0.18164,0.618533
0.71289,0.18164,0.601408
0.7207,0.18164,0.584658
0.72852,0.18164,0.568279
0.73633,0.18164,0.552264
0.74414,0.18164,0.536609
0.75195,0.18164,0.521307
0.75977,0.18164,0.506353
0.76758,0.18164,0.491746
0.77539,0.18164,0.477491
0.7832,0.18164,0.463599
0.79102,0.18164,0.450136
0.79883,0.18164,0.437486
0.80664,0.18164,0.427203
0.81445,0.18164,0.422956
0.82227,0.18164,0.423757
0.83008,0.18164,0.425989
0.83789,0.18164,0.426279
0.8457,0.18164,0.426069
0.85352,0.18164,0.426083
0.86133,0.18164,0.426247
0.86914,0.18164,0.426266
0.87695,0.18164,0.426255
0.88477,0.18164,0.426286
0.89258,0.18164,0.426344
0.90039,0.18164,0.426348
0.9082,0.18164,0.426326
0.91602,0.18164,0.426322
0.92383,0.18164,0.426318
0.93164,0.18164,0.426184
0.93945,0.18164,0.427118
0.94727,0.18164,0.436327
0.95508,0.18164,0.436237
0.96289,0.18164,0.427433
0.9707,0.18164,0.419383
0.97852,0.18164,0.41443
0.98633,0.18164,0.41209
0.99414,0.18164,0.408563
0.0019531,0.18945,1
0.0097656,0.18945,1
0.017578,0.18945,1
0.025391,0.18945,1
0.033203,0.18945,1
0.041016,0.18945,1
0.048828,0.18945,1
0.056641,0.18945,1
0.064453,0.18945,1
0.072266,0.18945,1
0.080078,0.18945,1
0.087891,0.18945,1
0.095703,0.18945,1
0.10352,0.18945,1
0.11133,0.18945,1
0.11914,0.18945,1
0.12695,0.18945,1
0.13477,0.18945,1
0.14258,0.18945,1
0.15039,0.18945,1
0.1582,0.18945,1
0.16602,0.18945,1
0.17383,0.18945,1
0.18164,0.18945,1
0.18945,0.18945,1
0.19727,0.18945,1
0.20508,0.18945,1
0.21289,0.18945,1
0.2207,0.18945,1
0.22852,0.18945,1
0.23633,0.18945,1
0.24414,0.18945,1
0.25195,0.18945,1
0.25977,0.18945,1
0.26758,0.18945,1
0.27539,0.18945,1
0.2832,0.18945,1
0.29102,0.18945,1
0.29883,0.18945,1
0.30664,0.18945,1
0.31445,0.18945,1
0.32227,0.18945,1
0.33008,0.18945,1
0.33789,0.18945,1
0.3457,0.18945,1
0.35352,0.18945,1
0.36133,0.18945,1
0.36914,0.18945,1
0.37695,0.18945,1
0.38477,0.18945,1
0.39258,0.18945,1
0.40039,0.18945,1
0.4082,0.18945,1
0.41602,0.18945,1
0.42383,0.18945,1
0.43164,0.18945,1
0.43945,0.18945,1
0.44727,0.18945,1
0.45508,0.18945,1
0.46289,0.18945,1
0.4707,0.18945,1
0.47852,0.18945,1
0.48633,0.18945,1
0.49414,0.18945,1
0.50195,0.18945,1
0.50977,0.18945,1
0.51758,0.18945,1
0.52539,0.18945,1
0.5332,0.18945,0.999999
0.54102,0.18945,0.999951
0.54883,0.18945,0.997158
0.55664,0.18945,0.98447
0.56445,0.18945,0.965482
0.57227,0.18945,0.94393
0.58008,0.18945,0.921559
0.58789,0.18945,0.899049
0.5957,0.18945,0.876674
0.60352,0.18945,0.854555
0.61133,0.18945,0.832758
0.61914,0.18945,0.81132
0.62695,0.18945,0.790259
0.63477,0.18945,0.769588
0.64258,0.18945,0.749314
0.65039,0.18945,0.72944
0.6582,0.18945,0.709967
0.66602,0.18945,0.690893
0.67383,0.18945,0.672216
0.68164,0.18945,0.653933
0.68945,0.18945,0.63604
0.69727,0.18945,0.618533
0.70508,0.18945,0.601408
0.71289,0.18945,0.584658
0.7207,0.18945,0.568279
0.72852,0.18945,0.552265
0.73633,0.18945,0.536609
0.74414,0.18945,0.521307
0.75195,0.18945,0.506353
0.75977,0.18945,0.491746
0.76758,0.18945,0.477491
0.77539,0.18945,0.463599
0.7832,0.18945,0.450136
0.79102,0.18945,0.437486
0.79883,0.18945,0.427203
0.80664,0.18945,0.422956
0.81445,0.18945,0.423757
0.82227,0.18945,0.425989
0.83008,0.18945,0.426279
0.83789,0.18945,0.426069
0.8457,0.18945,0.426083
0.85352,0.18945,0.426247
0.86133,0.18945,0.426266
0.86914,0.18945,0.426255
0.87695,0.18945,0.426286
0.88477,0.18945,0.426342
0.89258,0.18945,0.426348
0.90039,0.18945,0.426343
0.9082,0.18945,0.426335
0.91602,0.18945,0.426273
0.92383,0.18945,0.426166
0.93164,0.18945,0.425953
0.93945,0.18945,0.426616
0.94727,0.18945,0.437075
0.95508,0.18945,0.439666
0.96289,0.18945,0.433609
0.9707,0.18945,0.42667
0.97852,0.18945,0.421464
0.98633,0.18945,0.41674
0.99414,0.18945,0.401943
0.0019531,0.19727,1
0.0097656,0.19727,1
0.017578,0.19727,1
0.025391,0.19727,1
0.033203,0.19727,1
0.041016,0.19727,1
0.048828,0.19727,1
0.056641,0.19727,1
0.064453,0.19727,1
0.072266,0.19727,1
0.080078,0.19727,1
0.087891,0.19727,1
0.095703,0.19727,1
0.10352,0.19727,1
0.11133,0.19727,1
0.11914,0.19727,1
0.12695,0.19727,1
0.13477,0.19727,1
0.14258,0.19727,1
0.15039,0.19727,1
0.1582,0.19727,1
0.16602,0.19727,1
0.17383,0.19727,1
0.18164,0.19727,1
0.18945,0.19727,1
0.19727,0.19727,1
0.20508,0.19727,1
0.21289,0.19727,1
0.2207,0.19727,1
0.22852,0.19727,1
0.23633,0.19727,1
0.24414,0.19727,1
0.25195,0.19727,1
0.25977,0.19727,1
0.26758,0.19727,1
0.27539,0.19727,1
0.2832,0.19727,1
0.29102,0.19727,1
0.29883,0.19727,1
0.30664,0.19727,1
0.31445,0.19727,1
0.32227,0.19727,1
0.33008,0.19727,1
0.33789,0.19727,1
0.3457,0.19727,1
0.35352,0.19727,1
0.36133,0.19727,1
0.36914,0.19727,1
0.37695,0.19727,1
0.38477,0.19727,1
0.39258,0.19727,1
0.40039,0.19727,1
0.4082,0.19727,1
0.41602,0.19727,1
0.42383,0.19727,1
0.43164,0.19727,1
0.43945,0.19727,1
0.44727,0.19727,1
0.45508,0.19727,1
0.46289,0.19727,1
0.4707,0.19727,1
0.47852,0.19727,1
0.48633,0.19727,1
0.49414,0.19727,1
0.50195,0.19727,1
0.50977,0.19727,1
0.51758,0.19727,1
0.52539,0.19727,0.999999
0.5332,0.19727,0.999951
0.54102,0.19727,0.997158
0.54883,0.19727,0.98447
0.55664,0.19727,0.965482
0.56445,0.19727,0.94393
0.57227,0.19727,0.921559
0.58008,0.19727,0.899049
0.58789,0.19727,0.876674
0.5957,0.19727,0.854555
0.60352,0.19727,0.832759
0.61133,0.19727,0.811319
0.61914,0.19727,0.790259
0.62695,0.19727,0.769588
0.63477,0.19727,0.749314
0.64258,0.19727,0.72944
0.65039,0.19727,0.709967
0.6582,0.19727,0.690893
0.66602,0.19727,0.672216
0.67383,0.19727,0.653933
0.68164,0.19727,0.63604
0.68945,0.19727,0.618533
0.69727,0.19727,0.601408
0.70508,0.19727,0.584658
