x,y,rho
0.32227,0.056641,1
0.33008,0.056641,1
0.33789,0.056641,1
0.3457,0.056641,1
0.35352,0.056641,1
0.36133,0.056641,1
0.36914,0.056641,1
0.37695,0.056641,1
0.38477,0.056641,1
0.39258,0.056641,1
0.40039,0.056641,1
0.4082,0.056641,1
0.41602,0.056641,1
0.42383,0.056641,1
0.43164,0.056641,1
0.43945,0.056641,1
0.44727,0.056641,1
0.45508,0.056641,1
0.46289,0.056641,1
0.4707,0.056641,1
0.47852,0.056641,1
0.48633,0.056641,1
0.49414,0.056641,1
0.50195,0.056641,1
0.50977,0.056641,1
0.51758,0.056641,1
0.52539,0.056641,1
0.5332,0.056641,1
0.54102,0.056641,1
0.54883,0.056641,1
0.55664,0.056641,1
0.56445,0.056641,1
0.57227,0.056641,1
0.58008,0.056641,1
0.58789,0.056641,1
0.5957,0.056641,1
0.60352,0.056641,1
0.61133,0.056641,1
0.61914,0.056641,1
0.62695,0.056641,1
0.63477,0.056641,1
0.64258,0.056641,1
0.65039,0.056641,1
0.6582,0.056641,1
0.66602,0.056641,0.999999
0.67383,0.056641,0.999951
0.68164,0.056641,0.997158
0.68945,0.056641,0.98447
0.69727,0.056641,0.965482
0.70508,0.056641,0.94393
0.71289,0.056641,0.921559
0.7207,0.056641,0.899049
0.72852,0.056641,0.876674
0.73633,0.056641,0.854555
0.74414,0.056641,0.832758
0.75195,0.056641,0.81132
0.75977,0.056641,0.79026
0.76758,0.056641,0.769575
0.77539,0.056641,0.749311
0.7832,0.056641,0.729588
0.79102,0.056641,0.710197
0.79883,0.056641,0.690437
0.80664,0.056641,0.669819
0.81445,0.056641,0.648517
0.82227,0.056641,0.627002
0.83008,0.056641,0.605611
0.83789,0.056641,0.584489
0.8457,0.056641,0.563676
0.85352,0.056641,0.543171
0.86133,0.056641,0.522957
0.86914,0.056641,0.503088
0.87695,0.056641,0.483587
0.88477,0.056641,0.464464
0.89258,0.056641,0.445725
0.90039,0.056641,0.427411
0.9082,0.056641,0.409535
0.91602,0.056641,0.392185
0.92383,0.056641,0.375709
0.93164,0.056641,0.361113
0.93945,0.056641,0.349666
0.94727,0.056641,0.342028
0.95508,0.056641,0.336714
0.96289,0.056641,0.330186
0.9707,0.056641,0.322016
0.97852,0.056641,0.315893
0.98633,0.056641,0.318579
0.99414,0.056641,0.326066
0.0019531,0.064453,1
0.0097656,0.064453,1
0.017578,0.064453,1
0.025391,0.064453,1
0.033203,0.064453,1
0.041016,0.064453,1
0.048828,0.064453,1
0.056641,0.064453,1
0.064453,0.064453,1
0.072266,0.064453,1
0.080078,0.064453,1
0.087891,0.064453,1
0.095703,0.064453,1
0.10352,0.064453,1
0.11133,0.064453,1
0.11914,0.064453,1
0.12695,0.064453,1
0.13477,0.064453,1
0.14258,0.064453,1
0.15039,0.064453,1
0.1582,0.064453,1
0.16602,0.064453,1
0.17383,0.064453,1
0.18164,0.064453,1
0.18945,0.064453,1
0.19727,0.064453,1
0.20508,0.064453,1
0.21289,0.064453,1
0.2207,0.064453,1
0.22852,0.064453,1
0.23633,0.064453,1
0.24414,0.064453,1
0.25195,0.064453,1
0.25977,0.064453,1
0.26758,0.064453,1
0.27539,0.064453,1
