x,rho,rho_exact
0.27625,0.197224,0.193651
0.27875,0.19219,0.188711
0.28125,0.18726,0.183873
0.28375,0.182433,0.179134
0.28625,0.177706,0.174493
0.28875,0.173078,0.16995
0.29125,0.168547,0.165501
0.29375,0.164112,0.161146
0.29625,0.159769,0.156883
0.29875,0.155517,0.152711
0.30125,0.151355,0.148628
0.30375,0.147279,0.144633
0.30625,0.143289,0.140724
0.30875,0.139381,0.1369
0.31125,0.135555,0.13316
0.31375,0.131807,0.129502
0.31625,0.128136,0.125925
0.31875,0.124541,0.122427
0.32125,0.121019,0.119007
0.32375,0.11757,0.115665
0.32625,0.114191,0.112398
0.32875,0.11088,0.109205
0.33125,0.107638,0.106085
0.33375,0.104462,0.103036
0.33625,0.101351,0.100059
0.33875,0.0983053,0.0971502
0.34125,0.0953228,0.0943098
0.34375,0.0924033,0.0915361
0.34625,0.0895458,0.0888281
0.34875,0.08675,0.0861846
0.35125,0.0840155,0.0836044
0.35375,0.0813417,0.0810864
0.35625,0.0787283,0.0786294
0.35875,0.0761754,0.0762324
0.36125,0.0736826,0.0738941
0.36375,0.0712499,0.0716136
0.36625,0.0688775,0.0693898
0.36875,0.0665655,0.0672215
0.37125,0.0643142,0.0651077
0.37375,0.062124,0.0630475
0.37625,0.0599953,0.0610398
0.37875,0.0579289,0.0590836
0.38125,0.0559255,0.0571778
0.38375,0.0539861,0.0553215
0.38625,0.0521115,0.0535138
0.38875,0.0503026,0.0517536
0.39125,0.0485603,0.0500401
0.39375,0.046885,0.0483722
0.39625,0.0452768,0.0467491
0.39875,0.0437353,0.0451699
0.40125,0.0422597,0.0436336
0.40375,0.0408487,0.0421395
0.40625,0.0395009,0.0406865
0.40875,0.0382154,0.0392739
0.41125,0.0369921,0.0379009
0.41375,0.0358322,0.0365664
0.41625,0.0347378,0.0352699
0.41875,0.0337114,0.0340104
0.42125,0.032754,0.0327871
0.42375,0.0318637,0.0315993
0.42625,0.0310335,0.0304462
0.42875,0.0302519,0.0293269
0.43125,0.029504,0.0282409
0.43375,0.0287745,0.0271872
0.43625,0.0280508,0.0261652
0.43875,0.0273239,0.0251743
0.44125,0.0265885,0.0242135
0.44375,0.0258413,0.0232823
0.44625,0.0250795,0.02238
0.44875,0.0243004,0.0218521
0.45125,0.0235006,0.0218521
0.45375,0.0226768,0.0218521
0.45625,0.0218254,0.0218521
0.45875,0.0209432,0.0218521
0.46125,0.0200276,0.0218521
0.46375,0.0190776,0.0218521
0.46625,0.0180945,0.0218521
0.46875,0.0170829,0.0218521
0.47125,0.0160519,0.0218521
0.47375,0.0150154,0.0218521
0.47625,0.013993,0.0218521
0.47875,0.0130084,0.0218521
0.48125,0.0120879,0.0218521
0.48375,0.0112576,0.0218521
0.48625,0.01054,0.0218521
0.48875,0.00995095,0.0218521
0.49125,0.00949853,0.0218521
0.49375,0.00918403,0.0218521
0.49625,0.00900767,0.0218521
0.49875,0.00895541,0.0218521
0.50125,0.00895542,0.0218521
0.50375,0.00900768,0.0218521
0.50625,0.00918404,0.0218521
0.50875,0.00949853,0.0218521
0.51125,0.00995094,0.0218521
0.51375,0.01054,0.0218521
0.51625,0.0112576,0.0218521
0.51875,0.0120879,0.0218521
0.52125,0.0130084,0.0218521
0.52375,0.013993,0.0218521
0.52625,0.0150154,0.0218521
0.52875,0.0160518,0.0218521
0.53125,0.0170829,0.0218521
0.53375,0.0180945,0.0218521
0.53625,0.0190776,0.0218521
0.53875,0.0200275,0.0218521
0.54125,0.0209431,0.0218521
0.54375,0.0218254,0.0218521
0.54625,0.0226768,0.0218521
0.54875,0.0235006,0.0218521
0.55125,0.0243004,0.0218521
0.55375,0.0250795,0.02238
0.55625,0.0258413,0.0232823
0.55875,0.0265885,0.0242135
0.56125,0.0273239,0.0251742
0.56375,0.0280508,0.0261652
0.56625,0.0287745,0.0271872
0.56875,0.029504,0.0282408
0.57125,0.0302519,0.0293269
0.57375,0.0310335,0.0304461
0.57625,0.0318637,0.0315993
0.57875,0.0327541,0.0327871
0.58125,0.0337114,0.0340104
0.58375,0.0347379,0.0352699
0.58625,0.0358323,0.0365664
0.58875,0.0369922,0.0379009
0.59125,0.0382155,0.0392739
0.59375,0.0395009,0.0406865
0.59625,0.0408487,0.0421395
0.59875,0.0422597,0.0436336
0.60125,0.0437353,0.0451699
0.60375,0.0452768,0.0467491
0.60625,0.046885,0.0483722
0.60875,0.0485603,0.0500401
0.61125,0.0503027,0.0517536
0.61375,0.0521115,0.0535138
0.61625,0.0539861,0.0553215
0.61875,0.0559255,0.0571778
0.62125,0.0579288,0.0590835
0.62375,0.0599952,0.0610398
0.62625,0.0621238,0.0630475
0.62875,0.0643141,0.0651077
0.63125,0.0665655,0.0672214
0.63375,0.0688775,0.0693897
0.63625,0.0712499,0.0716136
0.63875,0.0736825,0.0738941
0.64125,0.0761754,0.0762324
0.64375,0.0787283,0.0786294
0.64625,0.0813417,0.0810864
0.64875,0.0840155,0.0836044
0.65125,0.0867501,0.0861846
0.65375,0.0895459,0.0888281
0.65625,0.0924033,0.0915361
0.65875,0.095323,0.0943098
0.66125,0.0983055,0.0971502
0.66375,0.101351,0.100059
0.66625,0.104462,0.103036
0.66875,0.107638,0.106085
0.67125,0.11088,0.109205
0.67375,0.114191,0.112397
0.67625,0.11757,0.115665
0.67875,0.121019,0.119007
0.68125,0.124541,0.122427
0.68375,0.128136,0.125925
0.68625,0.131807,0.129502
0.68875,0.135554,0.13316
0.69125,0.139381,0.1369
0.69375,0.143289,0.140724
0.69625,0.14728,0.144633
0.69875,0.151355,0.148628
0.70125,0.155517,0.152711
0.70375,0.159769,0.156883
0.70625,0.164111,0.161146
0.70875,0.168547,0.165501
0.71125,0.173078,0.16995
0.71375,0.177706,0.174493
0.71625,0.182432,0.179134
0.71875,0.18726,0.183873
0.72125,0.19219,0.188711
0.72375,0.197224,0.193651
0.72625,0.202364,0.198694
0.72875,0.207611,0.203841
0.73125,0.212967,0.209094
0.73375,0.218433,0.214456
0.73625,0.224011,0.219926
0.73875,0.229701,0.225508
0.74125,0.235505,0.231202
0.74375,0.241424,0.237011
0.74625,0.24746,0.242936
0.74875,0.253614,0.248979
0.75125,0.259887,0.255141
0.75375,0.26628,0.261425
0.75625,0.272795,0.267832
0.75875,0.279433,0.274365
0.76125,0.286195,0.281024
0.76375,0.293082,0.287811
0.76625,0.300097,0.29473
0.76875,0.307241,0.30178
0.77125,0.314515,0.308965
0.77375,0.32192,0.316287
0.77625,0.32946,0.323746
0.77875,0.337134,0.331345
0.78125,0.344946,0.339087
0.78375,0.352896,0.346972
0.78625,0.360986,0.355003
0.78875,0.369218,0.363183
0.79125,0.377593,0.371512
0.79375,0.386114,0.379994
0.79625,0.394781,0.38863
0.79875,0.403597,0.397422
0.80125,0.412563,0.406373
0.80375,0.42168,0.415484
0.80625,0.430951,0.424758
0.80875,0.440376,0.434196
0.81125,0.449958,0.443802
0.81375,0.459698,0.453577
0.81625,0.469597,0.463524
0.81875,0.479658,0.473644
0.82125,0.489881,0.48394
0.82375,0.500268,0.494415
0.82625,0.510821,0.50507
0.82875,0.521542,0.515908
0.83125,0.532431,0.526931
0.83375,0.54349,0.538142
0.83625,0.554721,0.549543
0.83875,0.566125,0.561137
0.84125,0.577704,0.572925
0.84375,0.589458,0.58491
0.84625,0.601389,0.597096
0.84875,0.613498,0.609483
0.85125,0.625785,0.622075
0.85375,0.638251,0.634875
0.85625,0.650896,0.647884
0.85875,0.663722,0.661106
0.86125,0.676729,0.674542
0.86375,0.689915,0.688197
0.86625,0.703282,0.702071
0.86875,0.716827,0.716169
0.87125,0.730551,0.730491
0.87375,0.744449,0.745043
0.87625,0.75852,0.759825
0.87875,0.772758,0.774841
0.88125,0.78716,0.790093
0.88375,0.801719,0.805585
0.88625,0.816425,0.821318
0.88875,0.831267,0.837297
0.89125,0.846227,0.853523
0.89375,0.861286,0.87
0.89625,0.87641,0.88673
0.89875,0.891557,0.903717
0.90125,0.906662,0.920963
0.90375,0.921628,0.938471
0.90625,0.936309,0.956245
0.90875,0.950488,0.974287
0.91125,0.96385,0.9926
0.91375,0.975958,1
0.91625,0.986246,1
0.91875,0.994039,1
0.92125,0.998592,1
0.92375,0.999823,1
0.92625,0.999977,1
0.92875,0.999997,1
0.93125,1,1
0.93375,1,1
0.93625,1,1
0.93875,1,1
0.94125,1,1
0.94375,1,1
0.94625,1,1
0.94875,1,1
0.95125,1,1
0.95375,1,1
0.95625,1,1
0.95875,1,1
0.96125,1,1
0.96375,1,1
0.96625,1,1
0.96875,1,1
0.97125,1,1
0.97375,1,1
0.97625,1,1
0.97875,1,1
0.98125,1,1
0.98375,1,1
0.98625,1,1
0.98875,1,1
0.99125,1,1
0.99375,1,1
0.99625,1,1
0.99875,1,1
